0.983051	0
0.972222	1
0.967742	2
0.952381	3
0.944444	4
0.969231	5
0.979167	6
0.98	7
0.985075	8
0.923077	9
0.958333	10
1	11
0.951613	12
0.981132	13
0.966667	14
0.967213	15
0.95122	16
0.926829	17
0.98	18
0.952381	19
0.982759	20
0.944444	21
0.96875	22
0.916667	23
0.951613	24
0.939394	25
0.932203	26
0.936508	27
0.979592	28
0.953846	29
0.981132	30
0.967213	31
0.928571	32
0.95	33
0.953846	34
0.939394	35
0.953846	36
0.926829	37
1	38
0.892308	39
0.924242	40
0.9375	41
0.978261	42
0.944444	43
0.982456	44
0.927273	45
0.941176	46
0.953125	47
0.983607	48
0.957447	49
0.981132	50
0.885246	51
0.972973	52
0.982143	53
0.966667	54
0.92	55
0.881356	56
0.977778	57
0.918033	58
0.923077	59
0.909091	60
0.978723	61
1	62
0.965517	63
0.946429	64
0.943396	65
0.98	66
0.95082	67
0.887097	68
0.95082	69
0.98	70
0.953488	71
1	72
0.928571	73
1	74
0.920635	75
0.891304	76
0.925	77
0.958333	78
0.953125	79
0.942857	80
0.969697	81
0.958333	82
0.96875	83
0.941176	84
0.97619	85
0.9375	86
0.971429	87
0.946429	88
0.934426	89
0.979592	90
0.980769	91
0.936508	92
0.981818	93
0.972973	94
0.944444	95
0.925926	96
0.97561	97
0.962264	98
0.969697	99
0.983051	100
0.925926	101
0.939394	102
0.980392	103
0.861538	104
0.945946	105
0.861538	106
0.934426	107
0.921875	108
0.952381	109
1	110
1	111
0.944444	112
1	113
0.939394	114
0.954545	115
0.96875	116
0.906977	117
0.909091	118
1	119
1	120
0.981132	121
0.967213	122
0.974359	123
1	124
0.940299	125
0.984848	126
0.962264	127
0.95082	128
0.952381	129
0.96875	130
0.941176	131
0.969697	132
0.914286	133
0.945946	134
0.982143	135
0.93617	136
0.957447	137
0.93617	138
0.957447	139
0.958333	140
1	141
0.941176	142
0.95	143
0.924242	144
1	145
0.974359	146
0.928571	147
1	148
0.955556	149
0.927536	150
0.967213	151
0.934426	152
0.939394	153
0.974359	154
0.933333	155
0.952381	156
0.919355	157
0.90625	158
0.928571	159
0.948718	160
0.971429	161
0.983333	162
1	163
0.967213	164
0.96	165
0.983333	166
0.954545	167
0.944444	168
0.970588	169
0.920635	170
0.9	171
0.958333	172
0.972973	173
0.975	174
0.939394	175
0.926829	176
0.957447	177
0.94	178
0.919355	179
0.955556	180
1	181
0.974359	182
1	183
0.977778	184
0.925	185
0.982759	186
0.984375	187
1	188
0.890625	189
0.933333	190
0.984615	191
0.920635	192
0.967213	193
0.951613	194
0.924242	195
0.952381	196
0.971429	197
0.967213	198
0.923077	199
0.968254	200
0.964286	201
0.958333	202
0.910448	203
0.983607	204
0.936508	205
0.972222	206
0.931034	207
0.95082	208
0.881356	209
0.954545	210
0.96875	211
0.970149	212
0.9375	213
0.9375	214
0.887097	215
0.980769	216
0.964912	217
0.918033	218
0.967742	219
0.956522	220
0.938462	221
1	222
0.966102	223
0.956522	224
0.985075	225
0.95082	226
0.958333	227
1	228
0.970588	229
1	230
0.931818	231
1	232
0.952381	233
0.979592	234
1	235
0.969697	236
1	237
0.936508	238
0.95	239
0.975	240
0.948276	241
0.967742	242
0.938462	243
0.983051	244
0.969697	245
1	246
1	247
0.906977	248
0.941176	249
0.984127	250
0.979167	251
0.945946	252
0.975	253
0.919355	254
0.940299	255
0.932203	256
0.85	257
0.968254	258
0.92	259
0.942857	260
0.976744	261
0.942857	262
0.939394	263
0.979167	264
1	265
1	266
0.95	267
0.926829	268
0.948276	269
1	270
0.974359	271
0.95082	272
0.955224	273
0.972973	274
0.955224	275
0.942857	276
0.967213	277
1	278
0.951613	279
0.9375	280
0.967213	281
0.982759	282
0.967742	283
0.955882	284
0.921875	285
0.953846	286
0.951613	287
0.973684	288
0.959184	289
0.975	290
0.967213	291
0.978261	292
0.959184	293
0.983607	294
0.984615	295
0.875	296
0.970149	297
0.983871	298
0.983051	299
0.446667	300
0.633333	301
