8.59875	1
5.63034	2
8.60073	3
8.44333	8
11.1129	9
8.13569	12
9.46264	13
9.48957	16
8.55522	19
9.83633	21
9.43344	25
8.31128	27
10.0534	28
9.8386	30
9.45024	31
8.41399	32
10.0677	33
7.94985	34
10.3018	37
7.8689	40
9.47799	42
8.58804	44
9.80796	49
8.52878	53
7.72745	57
7.44016	61
6.82247	63
8.18214	66
5.28547	67
9.52709	70
9.55301	71
8.62372	74
8.24294	75
9.47299	76
10.1504	77
7.754	79
6.65561	84
8.61025	86
9.70914	87
7.58714	88
9.37199	91
7.72745	92
9.64464	94
9.97453	95
-3	96
8.61649	97
9.38891	98
11.1559	101
9.80117	102
8.47599	103
8.4319	104
9.93354	105
9.81856	106
7.42927	107
9.86149	108
3.32451	110
8.06958	111
7.32278	112
7.32278	113
9.55232	114
7.96362	115
10.2837	117
7.41669	118
9.82213	119
6.29224	120
9.44518	122
9.50419	125
5.8732	126
8.26541	130
8.30831	131
9.8694	132
0.196216	135
11.1352	136
9.52419	140
10.224	142
8.4487	144
8.13541	145
9.59957	146
4.38485	147
8.43913	152
4.69858	156
7.64458	157
8.55592	161
10.1467	164
8.37854	165
9.64786	166
7.9835	169
10.944	171
7.25359	172
8.44929	174
9.47727	175
9.60356	177
8.4428	178
7.91628	180
9.57446	182
7.46513	183
9.65202	185
10.7266	186
7.80719	188
8.28565	190
8.53105	193
10.304	194
7.47059	195
8.05355	196
-3	199
9.96923	200
7.65594	205
8.11183	206
8.37421	208
9.49165	209
10.1065	210
7.30207	213
8.11525	214
9.85625	215
9.65297	218
8.47904	219
9.48346	220
7.03048	221
7.96147	225
7.30823	226
9.94878	228
7.94239	232
9.56042	233
8.24835	235
9.55055	236
9.91029	237
8.5069	238
9.67087	239
9.47974	240
9.80809	241
8.52024	243
7.68647	245
7.94239	247
7.71922	248
9.76493	249
8.22166	251
7.59392	252
9.74157	253
7.22431	254
9.65109	257
7.62878	260
8.06742	261
9.78813	262
8.38454	265
-3	267
8.06033	269
9.66293	270
9.75929	276
9.68893	278
7.13196	279
10.861	280
8.35565	281
7.9507	284
8.31926	286
-3	288
7.28499	289
11.1099	291
8.33394	293
8.46158	294
7.89939	297
7.58191	299
9.79549	0
9.32192	1
9.32331	3
8.2993	4
10.5219	5
11.1386	6
9.66773	7
8.22882	10
-2.65102	11
9.48256	14
9.66919	15
8.53609	17
11.0468	18
9.29664	19
9.67957	20
10.0361	22
9.7127	23
6.01354	24
9.79345	26
8.33953	29
8.44236	35
8.16047	36
10.086	38
9.39849	39
9.6577	41
8.33407	43
9.3148	44
8.61403	45
7.74119	46
9.59381	47
11.0916	48
10.3697	50
7.78363	51
10.7999	52
9.34005	53
8.24133	54
9.60767	55
7.58157	56
9.46003	58
7.68061	59
7.25139	60
5.81312	62
8.35289	64
1.40991	65
9.76816	68
9.72729	69
8.22819	72
9.51032	73
9.42287	74
5.85833	78
11.0913	80
8.52057	81
11.1083	82
9.77864	83
10.8032	85
9.40593	86
-3	89
9.46577	90
7.7959	93
9.41346	97
8.33602	99
8.14299	100
9.36946	103
9.55813	109
10.3081	116
9.60151	121
-3	123
7.00284	124
7.67701	127
10.9782	128
9.47624	129
8.38742	133
10.6252	134
11.1089	137
8.44321	138
-3	139
8.39312	141
9.55563	143
9.35615	144
9.94984	148
8.34096	149
8.08411	150
8.15174	151
9.40746	152
6.7231	153
-3	154
9.57857	155
10.2366	158
7.01334	159
8.33062	160
9.5112	161
9.57299	162
10.5609	163
10.2695	167
9.59471	168
7.21757	170
5.89359	173
9.41336	174
7.89949	176
9.40955	178
6.76948	179
6.74652	181
7.97371	184
6.96691	187
5.56324	189
-3	191
-3	192
9.48012	193
11.1308	197
10.3569	198
8.27216	201
8.01058	202
6.34434	203
6.68219	204
8.2835	207
9.43034	208
-3	211
9.70183	212
7.72276	216
8.26163	217
9.50416	219
8.16354	222
10.2343	223
10.5547	224
10.8184	227
7.85573	229
10.8422	230
-0.286088	231
8.36992	234
9.53505	238
10.7716	242
9.55263	243
9.88334	244
10.9146	246
7.93946	250
10.3514	255
10.6339	256
8.23015	258
7.45448	259
-1.91922	263
7.82084	264
9.49615	265
10.4881	266
0.662265	268
10.0013	271
8.12827	272
9.63197	273
10.2232	274
8.25002	275
8.14928	277
9.47794	281
7.34174	282
10.392	283
7.34174	285
9.45874	286
3.21885	287
9.8939	290
2.97863	292
9.46605	293
9.56469	294
8.12052	295
9.60526	296
8.04582	298
