55	0
49	1
52	2
48	3
55	4
66	5
64	6
50	7
63	8
37	9
56	10
67	11
61	12
51	13
44	14
50	15
52	16
36	17
64	18
54	19
50	20
51	21
63	22
52	23
63	24
46	25
55	26
69	27
41	28
54	29
51	30
50	31
70	32
41	33
65	34
44	35
57	36
43	37
62	38
49	39
64	40
51	41
52	42
54	43
50	44
21	45
59	46
53	47
63	48
52	49
64	50
60	51
64	52
53	53
54	54
51	55
60	56
64	57
50	58
60	59
64	60
62	61
63	62
59	63
47	64
64	65
64	66
52	67
51	68
51	69
52	70
54	71
54	72
46	73
44	74
68	75
45	76
41	77
64	78
64	79
64	80
31	81
64	82
51	83
59	84
65	85
44	86
56	87
63	88
67	89
50	90
31	91
64	92
60	93
56	94
49	95
49	96
44	97
33	98
48	99
54	100
37	101
55	102
53	103
53	104
55	105
55	106
63	107
57	108
46	109
51	110
61	111
62	112
62	113
50	114
63	115
65	116
40	117
63	118
55	119
58	120
45	121
35	122
67	123
65	124
45	125
44	126
60	127
64	128
47	129
70	130
65	131
57	132
38	133
65	134
49	135
40	136
64	137
35	138
68	139
46	140
38	141
43	142
47	143
55	144
67	145
52	146
52	147
56	148
43	149
54	150
64	151
52	152
66	153
68	154
51	155
52	156
63	157
60	158
63	159
38	160
46	161
66	162
64	163
48	164
54	165
52	166
60	167
48	168
62	169
61	170
42	171
62	172
62	173
51	174
35	175
58	176
51	177
54	178
65	179
63	180
66	181
48	182
64	183
57	184
54	185
43	186
62	187
61	188
63	189
60	190
68	191
67	192
44	193
43	194
64	195
67	196
64	197
62	198
48	199
57	200
38	201
54	202
64	203
63	204
62	205
70	206
37	207
54	208
33	209
52	210
66	211
45	212
64	213
70	214
54	215
57	216
38	217
52	218
44	219
32	220
62	221
47	222
57	223
63	224
67	225
64	226
66	227
55	228
56	229
66	230
64	231
65	232
39	233
32	234
56	235
38	236
56	237
43	238
52	239
31	240
56	241
63	242
45	243
51	244
61	245
66	246
65	247
61	248
55	249
54	250
57	251
61	252
52	253
64	254
59	255
63	256
46	257
37	258
59	259
62	260
70	261
56	262
64	263
56	264
48	265
61	266
48	267
63	268
70	269
48	270
51	271
44	272
50	273
57	274
37	275
57	276
43	277
50	278
64	279
43	280
51	281
59	282
60	283
68	284
59	285
55	286
62	287
48	288
64	289
53	290
43	291
63	292
53	293
44	294
44	295
49	296
69	297
49	298
61	299
